latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
25.78472,73.69977,310.35,0.44,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.89,1.14,N
25.95813,68.36952,308.44,0.42,0.38,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.32,1.18,N
12.97965,74.85469,305.92,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,290.85,3.13,N
12.98171,74.85807,304.67,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,290.65,3.59,N
12.98266,74.85311,350.99,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,292.11,17.03,N
12.98359,74.84822,310.48,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,291.24,17.03,N
12.98431,74.85551,333.59,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,292.24,19.31,N
12.98521,74.85059,324.98,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,291.42,19.31,N
12.98732,74.8539,307.28,0.54,0.51,2026-09-09,2114,N,VIIRS,n,2.0NRT,291.02,2.71,N
13.89847,76.565,303.98,0.34,0.56,2026-09-09,2114,N,VIIRS,n,2.0NRT,289.84,0.34,N
15.13735,76.7136,295.07,0.33,0.55,2026-09-09,2114,N,VIIRS,n,2.0NRT,272.58,0.3,N
15.17594,76.67782,296.1,0.33,0.55,2026-09-09,2114,N,VIIRS,n,2.0NRT,272.59,0.56,N
15.17654,76.67481,297.48,0.33,0.55,2026-09-09,2114,N,VIIRS,n,2.0NRT,271.64,0.64,N
15.22533,76.76504,302.85,0.33,0.55,2026-09-09,2114,N,VIIRS,n,2.0NRT,278.94,0.75,N
16.64885,74.31091,299.8,0.43,0.46,2026-09-09,2114,N,VIIRS,n,2.0NRT,280.71,0.57,N
18.39037,74.80548,301.77,0.43,0.46,2026-09-09,2114,N,VIIRS,n,2.0NRT,284.96,0.64,N
18.56875,74.52725,305.33,0.41,0.45,2026-09-09,2114,N,VIIRS,n,2.0NRT,279.75,0.96,N
18.68556,73.03335,302.87,0.51,0.41,2026-09-09,2114,N,VIIRS,n,2.0NRT,282.18,1.89,N
18.68642,73.02856,300.51,0.51,0.41,2026-09-09,2114,N,VIIRS,n,2.0NRT,280.14,1.21,N
18.85631,72.92681,305.26,0.5,0.41,2026-09-09,2114,N,VIIRS,n,2.0NRT,282.93,1.34,N
18.86003,72.92754,310.02,0.5,0.41,2026-09-09,2114,N,VIIRS,n,2.0NRT,282.2,1.39,N
19.17833,70.94522,310.08,0.41,0.37,2026-09-09,2114,N,VIIRS,n,2.0NRT,293.72,0.67,N
19.52799,71.29915,310.82,0.42,0.38,2026-09-09,2114,N,VIIRS,n,2.0NRT,294.15,0.98,N
19.57354,71.3653,314,0.42,0.38,2026-09-09,2114,N,VIIRS,n,2.0NRT,293.71,1.23,N
10.78634,76.78297,310.68,0.4,0.6,2026-09-09,2116,N,VIIRS,n,2.0NRT,289.04,0.81,N
10.78694,76.78407,304.4,0.4,0.6,2026-09-09,2116,N,VIIRS,n,2.0NRT,289.1,0.73,N
27.86725,96.95296,327.92,0.4,0.37,2026-09-10,644,N,VIIRS,l,2.0NRT,298.54,10.53,D
28.0171,96.64835,339.06,0.4,0.37,2026-09-10,644,N,VIIRS,n,2.0NRT,294.8,4.76,D
28.03857,96.65233,331.41,0.4,0.37,2026-09-10,644,N,VIIRS,n,2.0NRT,297.19,4.27,D
28.14016,96.67348,339.01,0.4,0.37,2026-09-10,646,N,VIIRS,n,2.0NRT,292.09,7.19,D
28.64556,90.82092,327.3,0.48,0.48,2026-09-10,646,N,VIIRS,n,2.0NRT,293.8,3.74,D
28.64619,90.82393,339.6,0.48,0.48,2026-09-10,646,N,VIIRS,n,2.0NRT,294.96,4.14,D
28.64667,90.82605,337.74,0.48,0.48,2026-09-10,646,N,VIIRS,n,2.0NRT,296.18,3.74,D
29.5509,90.99295,325.45,0.45,0.47,2026-09-10,646,N,VIIRS,n,2.0NRT,294.24,3.09,D
29.55354,90.96339,329.99,0.45,0.47,2026-09-10,646,N,VIIRS,n,2.0NRT,298.02,2.72,D
29.55512,90.99184,332.41,0.45,0.47,2026-09-10,646,N,VIIRS,n,2.0NRT,293.34,3.09,D
29.55596,90.98885,336.63,0.45,0.47,2026-09-10,646,N,VIIRS,n,2.0NRT,292.17,3.58,D
29.64131,90.97839,327.59,0.45,0.47,2026-09-10,646,N,VIIRS,n,2.0NRT,295.11,2.56,D
36.85529,93.2654,336.68,0.41,0.37,2026-09-10,648,N,VIIRS,l,2.0NRT,311,6.01,D
6.18368,81.11115,337.17,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,303.55,5.21,D
6.22965,80.91109,339.66,0.44,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,304.19,5.26,D
6.34238,81.35419,339.72,0.46,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,304.18,3.19,D
6.343,81.35838,335.91,0.46,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,300.59,3.19,D
6.43301,80.75185,335.15,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,301.64,2.97,D
6.53781,80.99404,331.2,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,301.16,2.07,D
6.56251,81.06124,332.26,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,301.2,2.43,D
6.56406,81.06118,332.64,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,300.27,3.65,D
6.56548,81.05662,333.08,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,299.99,1.89,D
6.68837,81.07207,335.17,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,297.33,3.3,D
6.69194,81.0714,335.63,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,296.44,3.97,D
6.71419,81.1232,339.37,0.46,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,298.61,4.24,D
6.71681,81.31925,333.44,0.47,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,296.78,5.46,D
6.7193,80.93414,342.48,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,299.19,5.5,D
6.72283,80.93341,340.05,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,297.89,5.38,D
6.74246,81.39359,332.31,0.47,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,294.67,1.73,D
6.79604,81.27726,334.41,0.46,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,293.35,2.45,D
6.80416,81.43225,340.15,0.47,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,296.65,2.46,D
6.85638,81.54122,341.01,0.48,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,291.66,5.85,D
6.85811,81.50098,336,0.48,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,293.67,6.21,D
7.2688,81.12688,335.63,0.46,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,282.27,3.74,D
7.38554,81.5505,330.2,0.49,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,289.03,3.72,D
7.38721,81.54916,332.05,0.49,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,289.72,4.09,D
7.52287,80.01469,338.88,0.42,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,297.23,4.18,D
7.57065,81.38146,347.84,0.48,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,287.86,7.76,D
7.57501,80.85505,334.91,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,284.62,3.96,D
7.64512,80.13367,338.13,0.42,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,297.13,4.91,D
7.64569,80.13751,335.93,0.42,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,293.85,3.25,D
7.72321,80.02804,337.07,0.42,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,294.61,4.29,D
7.78208,80.6227,335.24,0.44,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,292.22,4.39,D
7.79099,79.91326,333.36,0.42,0.37,2026-09-10,820,N,VIIRS,n,2.0NRT,295.92,2.85,D
7.79616,81.06741,334.71,0.47,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,280.28,4.02,D
7.80208,79.89999,335.35,0.42,0.37,2026-09-10,820,N,VIIRS,n,2.0NRT,301.03,2.17,D
7.81471,80.60565,339.51,0.44,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,290.41,3.44,D
7.83892,79.8868,340.13,0.42,0.37,2026-09-10,820,N,VIIRS,n,2.0NRT,301.27,3.39,D
7.84237,79.88628,347.49,0.42,0.37,2026-09-10,820,N,VIIRS,n,2.0NRT,303.28,8.36,D
7.88685,80.23586,334.46,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,294.01,4.27,D
7.93977,81.18617,331.58,0.47,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,279.7,3.45,D
7.95035,80.10378,335.75,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,300.34,3.24,D
7.95742,80.422,330.48,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,290.45,5.15,D
7.96095,80.42149,350.65,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,293.2,5.15,D
7.9668,80.04636,340.03,0.42,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,301.69,3.39,D
7.98573,80.10244,331.46,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,299.37,1.6,D
7.99371,80.15654,334.07,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,299.14,3.31,D
8.00195,80.11581,330.79,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,300.41,2.24,D
8.01429,80.03149,336.34,0.42,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,299.62,5.56,D
8.03297,80.39876,342.24,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,301.68,9.04,D
8.03946,80.09521,331.99,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,301.54,1.98,D
8.0436,80.3488,336.18,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,302.38,6.07,D
8.05744,80.09648,336.33,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,302.76,3.86,D
8.06092,80.09595,348.11,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,303.56,6.79,D
8.06711,80.60642,339.79,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,298.13,5.75,D
8.07067,80.6059,348.65,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,296.86,8.33,D
8.09644,79.8333,340.53,0.42,0.37,2026-09-10,820,N,VIIRS,n,2.0NRT,298.62,5.35,D
8.12294,80.154,339.48,0.43,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,305.42,3.64,D
8.13631,80.58918,343.25,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,297.5,5.58,D
8.14835,81.34442,339.93,0.48,0.4,2026-09-10,820,N,VIIRS,n,2.0NRT,272.96,6.54,D
8.21551,80.41754,341.28,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,303.15,3.38,D
8.25431,80.53484,331.02,0.45,0.39,2026-09-10,820,N,VIIRS,n,2.0NRT,300.79,1.96,D
8.2586,80.31792,335.19,0.44,0.38,2026-09-10,820,N,VIIRS,n,2.0NRT,297.72,2.92,D
